medallion, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
D30BED60331C79E3F7ACD05B325ED42F,C167F5161A409E1278C3A301B81436B9,CMT,1,N,2013-08-30 14:11:12,2013-08-30 14:30:16,2,1143,2.50,-73.987434,40.747501,-73.995491,40.75301
71B905F2B0009A23C5027CC254E6174B,163A293940DD1A38E7FF7CA2E75BCEB8,CMT,1,N,2013-08-28 12:04:12,2013-08-28 12:16:26,1,733,1.50,-73.984566,40.759331,-73.982346,40.742699
1258CA1DF5E2A9E9A9F7848408A7AAEB,8ED700AFCB22F6AC10519B779AA7DF44,CMT,1,N,2013-08-28 18:46:15,2013-08-28 18:47:39,1,83,.50,-73.981392,40.737427,-73.986122,40.73093
BA60553FAA4FE1A36BBF77B4C10D3003,313ED97218D3B461ADD3246178083497,CMT,1,N,2013-08-31 14:01:13,2013-08-31 14:06:04,1,290,.90,-73.981491,40.746826,-73.971817,40.743099
2683C4572D2006A6C542829617FB2D46,597357CE3A65EF16216BBE43043982F1,CMT,1,N,2013-08-30 15:13:34,2013-08-30 15:23:33,1,599,1.30,-73.974098,40.750183,-73.98484,40.736683
AA5DA32A45ABF4F64F3AC01A4AD00B0F,9C7B627D3361333FFB968CC55371EA41,CMT,1,N,2013-08-31 17:17:07,2013-08-31 17:24:11,3,423,1.20,-73.988747,40.718822,-73.977158,40.726269
4CA0195D05D0D58E0CDB362643AB84DF,DFFCA97D67E9360CFE0B0735D55D855F,CMT,1,N,2013-08-31 17:07:44,2013-08-31 17:11:06,1,201,.80,-73.990181,40.737057,-73.994141,40.745255
7E774AA3143A39C60C04522E849BEECB,6BF41E82EE3DC8D1EF2A85904C34321A,CMT,1,N,2013-08-28 08:51:44,2013-08-28 09:13:52,1,1327,2.80,-73.955116,40.773216,-73.983154,40.761356
FE637677F22C46050FCEC4E93E8ABACF,6BC1B2A73B91C14D68644EED9AAE6A7A,CMT,1,N,2013-08-27 20:50:27,2013-08-27 20:53:59,1,211,1.10,-73.976479,40.744068,-73.982391,40.731239
469F250223E3C6B213079BDC116DA38A,18D6A12B4FB3AC12D118FB1633AAACED,CMT,1,N,2013-08-27 19:56:27,2013-08-27 19:58:07,1,100,.60,-73.966423,40.753326,-73.9608,40.761185
6DE0E15E791A345AF47FDBA19D0649B0,73E42D91C346217D284F6F6359E669B1,CMT,1,N,2013-08-29 15:01:26,2013-08-29 15:09:13,1,467,.50,-73.983849,40.758984,-73.982819,40.752926
B50AE8959B0FCF53E9ABD37B39F50B3A,B3FDCB59B5BBD659C8659272630B8AB6,CMT,1,N,2013-08-27 15:06:32,2013-08-27 15:14:29,1,476,1.30,-73.961891,40.767845,-73.945457,40.774445
B2D4B3F9BB52D112CBC294855E493999,ABF6C3FEBFE25261EDD67CC3698B6AAC,CMT,1,N,2013-08-29 13:17:25,2013-08-29 13:25:34,1,488,.50,-73.997673,40.736111,-73.999283,40.739117
B2D4B3F9BB52D112CBC294855E493999,767011F2A6A13CB49367D270801D73BA,CMT,1,N,2013-08-31 16:45:55,2013-08-31 16:56:45,1,650,1.80,-73.987709,40.76976,-73.978493,40.783005
ABED701899D7BD70D97EC643040B6CF8,1FB2BDDB91602EBDA2C984C1180FD754,CMT,1,N,2013-08-29 19:10:00,2013-08-29 19:24:39,1,879,3.20,-73.991135,40.733089,-73.983009,40.763096
2BC063B43DF0100263778AABE4A65137,54E407E38EA403654F40773A52537A85,CMT,1,N,2013-08-27 20:59:23,2013-08-27 21:06:24,2,420,1.50,-73.984734,40.745335,-73.96991,40.759869
3B0E8DC736D1E0D35C698D7B0BF9CBFA,A48537FA22D264E395F167E9A6636AAF,CMT,1,N,2013-08-31 15:21:22,2013-08-31 15:39:59,3,1116,6.70,-73.976952,40.765556,-74.009949,40.705204
9A23E52BE3590D9D7B7216A027700D5A,4D98A26E02E314B47768F565261ADA8D,CMT,1,N,2013-08-28 10:02:42,2013-08-28 10:11:33,1,530,.70,-73.991203,40.74641,-73.987267,40.739197
4463A0F1490839D29FA9575E1A6391AC,55EAA540150FD5A916BEDB348F316E57,CMT,1,N,2013-08-28 02:59:25,2013-08-28 03:08:55,2,570,3.40,-73.993561,40.720905,-73.979752,40.762432
D5F8AB925F6E76A3C5BA02C10D227C86,6611D493A1160FEAD32560C150E319D3,CMT,1,N,2013-08-27 18:44:52,2013-08-27 19:04:29,1,1176,1.20,-73.977264,40.764729,-73.98555,40.756382
A557FACE6B00F79F55750047ADCED7EC,99B7AC45338EAB65B4C627D872B72CA3,CMT,1,N,2013-08-27 09:16:54,2013-08-27 09:36:39,4,1184,2.40,-73.974274,40.751122,-73.962456,40.778854
9F01DA0990CE5185BE8AED650BA38CB8,7053899AD12AC17F8266CD99F2B7AE30,CMT,1,N,2013-08-30 18:11:43,2013-08-30 18:13:25,1,101,.30,-73.968872,40.761379,-73.971649,40.757473
71B905F2B0009A23C5027CC254E6174B,163A293940DD1A38E7FF7CA2E75BCEB8,CMT,1,N,2013-08-29 14:51:14,2013-08-29 14:56:18,3,304,1.20,-73.990227,40.767143,-73.976242,40.776466
4463A0F1490839D29FA9575E1A6391AC,9ECE1C9F5AFD6C633A2097964431E545,CMT,1,N,2013-08-26 09:02:43,2013-08-26 09:12:33,1,590,.60,-73.977325,40.754219,-73.980347,40.759476
D7B7F872E15B08447C190C886333CB70,6D658F720DED7DD88EBE8B49D7FBCC5D,CMT,1,N,2013-08-28 12:12:09,2013-08-28 12:16:45,1,276,.50,-73.999496,40.738476,-73.991806,40.735226
4463A0F1490839D29FA9575E1A6391AC,9ECE1C9F5AFD6C633A2097964431E545,CMT,1,N,2013-08-26 14:34:13,2013-08-26 14:40:42,1,389,.80,-74.008492,40.714252,-73.999664,40.724579
8DDB25C450A4243DFAFB857439BB90E0,326E0F2D344A7A688D443994949704A0,CMT,1,N,2013-08-26 03:47:41,2013-08-26 03:52:46,1,305,2.60,-73.957359,40.770416,-73.979767,40.737446
71B905F2B0009A23C5027CC254E6174B,163A293940DD1A38E7FF7CA2E75BCEB8,CMT,1,N,2013-08-30 12:49:48,2013-08-30 13:00:21,1,632,1.20,-73.985359,40.763325,-73.967972,40.759647
469F250223E3C6B213079BDC116DA38A,D2A9E111A970CBD4E2EA911D3BC55EA1,CMT,1,N,2013-08-29 09:31:18,2013-08-29 09:38:07,1,408,1.20,-73.964943,40.763741,-73.978714,40.756325
C151D367407905EF19BE7ECEF9CCAA22,56DA1C39023AED5E7D834DFB1713D8B6,CMT,1,N,2013-08-30 00:13:25,2013-08-30 00:18:43,1,317,1.90,-73.973671,40.760483,-73.951012,40.771542
A5A8269908F5D906140559A300992053,7DD43BAFE43FFA1C3D96ABD571F4BF29,CMT,1,N,2013-08-27 17:56:27,2013-08-27 18:01:00,1,273,1.10,-73.986893,40.733562,-73.976158,40.747948
511957E1A518A08DE74F0E7A35B3DE71,B1B32A09AA4ED771245319FF4831A1B1,CMT,1,N,2013-08-26 02:31:26,2013-08-26 02:45:58,2,871,4.20,-73.98629,40.726337,-73.957016,40.687855
4CA0195D05D0D58E0CDB362643AB84DF,679F0BE6C13E11B7476EA490FD7B6332,CMT,1,N,2013-08-31 15:47:27,2013-08-31 15:56:30,1,542,2.00,-73.993446,40.729729,-73.975845,40.750767
C4C347414D5C906720807BFC30CF13BA,262D54748AC4FE33D6BCAE268351FF80,CMT,1,Y,2013-08-29 19:53:04,2013-08-29 19:59:34,1,390,1.40,-73.991028,40.733974,-73.983849,40.746452
4C4A0AFC432A1A87E97ED8F18403FF6E,BA20A20E2CF85EF7B00162D711394C7E,CMT,1,N,2013-08-29 00:57:52,2013-08-29 01:16:03,2,1090,8.10,-73.978889,40.75248,-73.939957,40.835693
A5A8269908F5D906140559A300992053,7DD43BAFE43FFA1C3D96ABD571F4BF29,CMT,1,N,2013-08-26 18:18:39,2013-08-26 18:25:56,1,437,1.50,-73.99707,40.752621,-73.983818,40.738983
1258CA1DF5E2A9E9A9F7848408A7AAEB,8C14DCF69CAA2A9A0DFAFD99E00536A1,CMT,1,N,2013-08-31 14:51:49,2013-08-31 15:00:57,1,548,2.70,-73.949966,40.785767,-73.975914,40.751686
57A63E815A54CD2D6FF73A1D24B89BFE,E72BB754FA1871ADE846FB0A21C7BF64,CMT,1,N,2013-08-30 14:08:39,2013-08-30 14:15:16,2,397,.60,-73.990868,40.73407,-73.996605,40.725361
D30BED60331C79E3F7ACD05B325ED42F,48E0829388DD76A2573967D94BC8D4B2,CMT,1,N,2013-08-31 09:40:30,2013-08-31 09:57:40,1,1030,2.50,-73.956688,40.774967,-73.966591,40.793522
8DDB25C450A4243DFAFB857439BB90E0,5612E3AC849EE827B3BC0BA03321082B,CMT,1,N,2013-08-26 11:07:09,2013-08-26 11:17:58,1,649,1.10,-73.975487,40.751457,-73.993515,40.752258
3C7B7B3375BB59D0062F46EBACC82B9E,7B709B292ECCA3B61461FE05E6E99219,CMT,1,N,2013-08-29 20:21:51,2013-08-29 20:23:44,1,113,.30,-73.9813,40.733227,-73.985146,40.735725
BF83D10B5B533443A5EB753B11C5262D,9E4D920FEA0C53DBF3F528E89334E2B0,CMT,1,N,2013-08-29 21:11:43,2013-08-29 21:21:24,1,580,2.10,-73.9953,40.723114,-73.978951,40.75032
387221E40AFF94D26C1CA33A40224A5B,B642059A6AAEBE18CF8F9706DB08E20B,CMT,1,N,2013-08-26 19:51:44,2013-08-26 20:16:14,1,1469,9.50,-73.873039,40.773949,-73.998611,40.739986
A557FACE6B00F79F55750047ADCED7EC,4CE9370E29E10BB19EA5CFF7AC445B77,CMT,1,N,2013-08-28 00:19:39,2013-08-28 00:28:34,2,535,2.30,-74.002769,40.743069,-73.980461,40.764889
244FB25A3C83E7DDBDBEA382C64964B1,2123B963E880BADF5F364CF2546E67F4,CMT,1,N,2013-08-31 02:32:21,2013-08-31 03:04:24,1,1923,12.80,-73.977776,40.745518,-73.958649,40.759911
1258CA1DF5E2A9E9A9F7848408A7AAEB,8ED700AFCB22F6AC10519B779AA7DF44,CMT,1,N,2013-08-30 00:21:26,2013-08-30 00:25:30,1,244,.70,-73.991638,40.749695,-73.993294,40.756199
7DD1D6A5E432ACBD68A734587B589B9B,0A6F90E6646F42E5B8F01E88603843D9,CMT,1,N,2013-08-30 19:25:56,2013-08-30 19:32:30,2,393,1.20,-73.989632,40.744167,-74.002739,40.733852
1F853ACD16D9788363C0813359D4261E,4B8B85CACCF21DBC0CE1EC6CC7D36408,CMT,1,N,2013-08-28 21:11:08,2013-08-28 21:15:42,1,273,.90,-73.979813,40.752861,-73.978416,40.762623
C647516A7B73EC8105E8DE5494B4CDB9,4FD50CC2E34481F24F6C72BC6694C5E9,CMT,1,N,2013-08-31 10:08:38,2013-08-31 10:14:39,1,361,.80,-73.989799,40.756695,-73.990982,40.750172
4F6A604D060A9F19529B0854517C323C,961E6DEB56619E6EBD9D124AF1865915,CMT,1,N,2013-08-30 00:40:24,2013-08-30 00:50:03,1,578,3.30,-73.982468,40.762211,-73.946503,40.791954
7E774AA3143A39C60C04522E849BEECB,AB48B77F619D074DB5BDD10BDE7A4CAB,CMT,1,N,2013-08-27 00:32:42,2013-08-27 00:35:35,2,172,.80,-73.946281,40.819328,-73.938736,40.829628
477FA05286AFC4831C2C1BA13EFC008B,2E0CCAA5B6B4213D43B7A372EBB078BE,CMT,1,N,2013-08-31 02:21:00,2013-08-31 02:52:23,3,1882,9.60,-73.978775,40.761963,-73.918251,40.693409
AAB230C25ED215118874E0B3F3ACF268,3F2D0EBC454152AA03FF1129043BCEA2,CMT,1,N,2013-08-29 05:18:25,2013-08-29 05:22:03,1,217,1.50,-73.985558,40.743187,-73.978065,40.763172
469F250223E3C6B213079BDC116DA38A,D2A9E111A970CBD4E2EA911D3BC55EA1,CMT,1,N,2013-08-27 10:59:40,2013-08-27 11:03:13,2,213,.80,-73.966354,40.79464,-73.974388,40.783504
B2D4B3F9BB52D112CBC294855E493999,D8BF043FA5FE7534411EAC75F728BBD7,CMT,1,N,2013-08-30 09:58:36,2013-08-30 10:01:16,1,159,.30,-73.968727,40.763203,-73.966553,40.766418
B2D4B3F9BB52D112CBC294855E493999,A66E75C773C160ADD951AA6A3D16B95B,CMT,1,N,2013-08-29 23:40:47,2013-08-29 23:53:21,1,754,2.50,-73.985085,40.732151,-74.014252,40.709141
5B7BD45C75D08471EC465274DC408146,6E2EDD439FFA21A128B2E70A173FA91A,CMT,1,N,2013-08-26 14:09:43,2013-08-26 14:15:21,1,337,.80,-73.932434,40.744881,-73.934296,40.739517
BD6BEC206DAB447D3D08AA2C3C75A53A,D425F45DE6E2271BA2EA9AB65BFA50D9,CMT,1,N,2013-08-28 14:06:27,2013-08-28 14:13:00,1,392,.50,-73.992943,40.742657,-73.987709,40.743828
1A575E39B0D761E6496F002F79E34D19,D5D8C5B421487585C060AAFDCAE21A4B,CMT,1,N,2013-08-31 01:53:15,2013-08-31 02:14:12,2,1256,10.90,-74.014709,40.709545,-73.934723,40.847881
F0CC93FCBADFAB61BEC43E52BAEE7AC3,3C51A65A49E8D783FAFEB33228E764EE,CMT,1,N,2013-08-31 16:32:50,2013-08-31 16:39:23,1,393,1.60,-73.967911,40.763233,-73.984184,40.745728
8584A5DED30CE16DF15543BA8183A6DD,FBC21D3E9C3D872CBAC88180987B431E,CMT,1,N,2013-08-26 22:10:12,2013-08-26 22:22:03,1,711,4.20,-73.948143,40.774536,-73.98951,40.735226
9A23E52BE3590D9D7B7216A027700D5A,929C84B7CDE01447948C0CC5A4AD3EB2,CMT,1,N,2013-08-28 20:09:25,2013-08-28 20:34:28,2,1502,9.40,-73.870766,40.773533,0,0
5AB1790349552C601166122F117D8818,2EB6E4500B1A52B70DD41CD26E43A76F,CMT,1,N,2013-08-26 13:33:18,2013-08-26 13:44:19,2,660,2.70,-73.977783,40.753616,-73.954712,40.783634
3F3B3B457428280186D121BE70A9699F,EA0EF47606A4A95CD88315CC7504B029,CMT,1,N,2013-08-30 20:05:25,2013-08-30 20:13:04,3,458,2.10,-73.99247,40.737125,-74.011063,40.715851
