medallion, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
12842495074E45A2BDB93613AEBE05F3,E856E630A472B79E379C9A08F988255C,CMT,1,N,2013-08-29 12:34:27,2013-08-29 12:58:32,1,1445,3.10,-74.010384,40.71973,-73.981133,40.753551
C51941935A8CA98C77FC855A195EC341,367BACA1C7BA1E797EB89971AE37E05D,CMT,1,N,2013-08-27 13:37:57,2013-08-27 13:51:09,3,792,8.60,-73.987579,40.780502,-73.908981,40.8866
BD6BEC206DAB447D3D08AA2C3C75A53A,D425F45DE6E2271BA2EA9AB65BFA50D9,CMT,1,N,2013-08-29 08:39:32,2013-08-29 09:05:02,4,1529,11.30,-73.985603,40.759529,-73.870934,40.774033
7DD1D6A5E432ACBD68A734587B589B9B,EF3FD28F7D39F614BF68B51F0256B050,CMT,1,N,2013-08-28 06:53:33,2013-08-28 07:01:53,1,500,3.40,-73.939209,40.805141,-73.952263,40.7654
4CA0195D05D0D58E0CDB362643AB84DF,DFFCA97D67E9360CFE0B0735D55D855F,CMT,1,N,2013-08-29 21:38:55,2013-08-29 21:46:50,1,474,1.10,-73.999809,40.73671,-73.989365,40.726227
9F01DA0990CE5185BE8AED650BA38CB8,8CD5DB0261F85E225A0889716CFB0F85,CMT,1,N,2013-08-29 15:11:27,2013-08-29 15:27:00,1,933,3.20,-73.960075,40.758537,-73.977737,40.788841
EB21592CE6D70E55B25A9A80B44761C3,9486785728BC8131E46CD6D32AF04862,CMT,1,N,2013-08-29 00:08:16,2013-08-29 00:19:46,1,690,3.40,-73.994202,40.726707,-73.960983,40.762432
2BC063B43DF0100263778AABE4A65137,54E407E38EA403654F40773A52537A85,CMT,1,N,2013-08-31 13:59:42,2013-08-31 14:09:39,1,597,2.40,-73.976265,40.750546,-73.993378,40.722553
EB21592CE6D70E55B25A9A80B44761C3,FCE5B92D71FA32DC290B43CCF8D02BDB,CMT,1,N,2013-08-29 09:54:13,2013-08-29 10:09:14,1,900,2.30,-73.983765,40.725731,-73.971695,40.749653
BA60553FAA4FE1A36BBF77B4C10D3003,313ED97218D3B461ADD3246178083497,CMT,1,N,2013-08-30 17:34:19,2013-08-30 17:59:29,1,1510,10.20,-73.873062,40.7742,-73.97393,40.757126
D30BED60331C79E3F7ACD05B325ED42F,C167F5161A409E1278C3A301B81436B9,CMT,1,N,2013-08-27 06:38:08,2013-08-27 06:40:57,1,168,.90,-73.962669,40.767864,-73.954025,40.778999
